Title,Summary,Outcome type,Market sector,Closed date,Archive URL,,
Viridor Waste Management Ltd / Thames Waste Management Ltd ,OFT closed case: Completed acquisition by Viridor Waste Management Ltd of an interest in Devon Waste Management Ltd ,Mergers - phase 1 found not to qualify,Distribution and Service Industries,3-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/Viridor,,
Danisco A/S / Rhodia SA ,OFT closed case: Completed acquisition by Danisco A/S of the food ingredients business of Rhodia SA ,Mergers - Phase 1 Clearance  ,Food manufacturing,2-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/danisco,,
Armstrong Pumps Ltd / Howard Anderson Ltd ,OFT closed case: Completed acquisition by Armstrong Pumps Ltd of Howard Anderson Ltd ,Mergers - Phase 1 Clearance  ,Building and construction,1-Jun-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/armstrong2,,
John Lewis Partnership plc / Wm Morrison Supermarkets plc ,OFT closed case: Anticipated acquisition by John Lewis Partnership plc of 19 one-stop stores from Wm Morrison Supermarkets plc ,Mergers - Phase 1 Clearance  ,Retail and wholesale,27-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/john-lewis,,
National Express / Greater Anglia Franchise ,OFT closed case: Acquisition by National Express of the Greater Anglia Franchise ,Mergers - phase 1 reference,Transport,27-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/national-express,,
Safestore Holdings Ltd / Mentmore plc ,OFT closed case: Anticipated acquisition by Safestore Holdings Ltd of Mentmore plc ,Mergers - phase 1 found not to qualify,Distribution and Service Industries,25-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/safestore,,
Cheung Kong Infrastructure Holdings Ltd / Cambridge Water plc ,OFT closed case: Completed acquisition by Cheung Kong Infrastructure Holdings Ltd of Cambridge Water plc ,Mergers - phase 1 found not to qualify,Utilities,23-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/cheung-kong,,
Motorsports Vision Ltd / Brands Hatch Circuit Ltd / Brands Hatch Leisure Ltd ,OFT closed case: Completed acquisition by Motorsports Vision Ltd of Brands Hatch Circuit Ltd & Brands Hatch Leisure Ltd ,Mergers - Phase 1 Clearance  ,Communications,23-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/motorsports,,
General Dynamics / Alvis ,OFT closed case: Anticipated acquisition by General Dynamics Corporation of Alvis plc,,Defence,20-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/GeneralDynamics,,
DS Smith / LINPAC Containers Ltd ,OFT closed case: Completed acquisition by DS Smith plc of LINPAC Containers Ltd ,Mergers - phase 1 reference,Paper printing and packaging,19-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/ds-smith,,
Aggregate Industries UK Ltd / Aggregate Supplies Ltd ,OFT closed case: Completed acquisition by Aggregate Industries UK Ltd of Aggregate Supplies Ltd,Mergers - phase 1 found not to qualify,"Mineral extraction, mining and quarrying",17-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/aggregate,,
Aggregate Industries UK Ltd / Concrete Developments Ltd ,OFT closed case: Completed acquisition by Aggregate Industries UK Ltd of Concrete Developments Ltd ,Mergers - phase 1 found not to qualify,Building and construction,17-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/aggregate2,,
Lex Vehicle Leasing Ltd / FCE Bank plc ,OFT closed case: Completed acquisition by Lex Vehicle Leasing Ltd of FCE Bank PLC’S vehicle fleet contract hire business ,Mergers - Phase 1 Clearance  ,Motor Industry,17-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/lex,,
Acxiom Corporation / Consodata SA ,OFT closed case: Completed acquisition by Acxiom Corporation of Consodata SA ,Mergers - Phase 1 Clearance  ,Communications,16-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/acxiom2,,
Milk Link Ltd / Glanbia Foods Ltd ,OFT closed case: Completed joint venture between Milk Link Ltd and Glanbia Foods Ltd,Mergers - Phase 1 Clearance  ,Food manufacturing,16-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/milk-link2,,
Emap plc / Scottish Radio Holdings plc ,OFT closed case: Completed acquisition by Emap plc of 27.8% share in Scottish Radio Holdings plc ,Mergers - Phase 1 Clearance  ,Communications,12-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/emap,,
Eagle Retail Investments Ltd / Early Learning Centre ,OFT closed case: Completed acquisition by Eagle Retail Investments Ltd of Early Learning Centre ,Mergers - Phase 1 Clearance  ,Retail and wholesale,11-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/eagle,,
Smith & Nephew plc / Midland Medical Technologies Ltd ,OFT closed case: Completed acquisition by Smith & Nephew plc of Midland Medical Technologies Ltd ,Mergers - phase 1 found not to qualify,Healthcare and medical equipment,11-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/smith-nephew,,
Whitbread plc / Spirit Group Holdings Ltd ,OFT closed case: Anticipated acquisition by Whitbread plc of the Premier Lodge business from Spirit Group Holdings Ltd,Mergers - Phase 1 Clearance  ,Distribution and Service Industries,10-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/whitbread,,
Arla Foods UK plc / Midlands Co-operative Society Ltd ,"OFT closed case: Completed acquisition by Arla Foods UK plc of milk business in Quinton, Birmingham from Midlands Co-operative Society Ltd",Mergers - Phase 1 Clearance  ,Food manufacturing,9-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/arla-foods,,
Midlands Co-operative Society Ltd / Arla Foods UK plc ,OFT closed case: Completed acquisition by Midlands Co-operative Society Ltd of milk business in Burton-on-Trent from Arla Foods UK plc ,Mergers - Phase 1 Clearance  ,Food manufacturing,9-May-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/midlands-cooperative,,
Archant Ltd / Independent News & Media plc ,OFT closed case: Completed acquisition by Archant Ltd of the London regionals Division of Independent News & Media plc ,Mergers - phase 1 reference,Paper printing and packaging,28-Apr-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/archant,,
iSOFT Group plc / Torex plc ,OFT closed case: Completed acquisition by iSOFT Group plc of Torex plc ,Mergers - phase 1 clearance with undertakings in lieu,Electronics Industry,28-Apr-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/isoft,,
Viridor Waste Management Ltd / Devon Waste Management Ltd ,OFT closed case: Completed acquisition by Viridor Waste Management Ltd of an interest in Devon Waste Management Ltd ,Mergers - phase 1 found not to qualify,Distribution and Service Industries,27-Apr-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/viridor,,
Kerry Group plc / Quest International ,OFT closed case: Anticipated acquisition by Kerry Group plc of the Food Ingredients Business of Quest International,Mergers - phase 1 found not to qualify,Food manufacturing,26-Apr-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/kerry,,
Informa Group plc / Taylor & Francis Group plc ,OFT closed case: Anticipated merger between Informa Group plc and Taylor & Francis Group plc ,Mergers - phase 1 found not to qualify,Communications,25-Apr-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/informa,,
Grahams Dairies Ltd / Angus Dairies Ltd ,OFT closed case: Completed acquisition by Grahams Dairies Ltd of Angus Dairies Ltd ,Mergers - phase 1 found not to qualify,Food manufacturing,14-Apr-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/grahams-dairies,,
Riposte Ltd / ASK Central plc ,OFT closed case: Anticipated acquisition by Riposte Ltd of ASK Central plc ,Mergers - Phase 1 Clearance  ,Distribution and Service Industries,13-Apr-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/riposte,,
Vestas Wind Systems A/S / NEG Micon A/S ,OFT closed case: Completed acquisition by Vestas Wind Systems A/S of NEG Micon A/S,Mergers - Phase 1 Clearance  ,Engineering,7-Apr-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/vestas,,
Otis Ltd / Key Elevators Ltd ,OFT closed case: Completed acquisition by Otis Ltd of Key Elevators Ltd ,Mergers - Phase 1 Clearance  ,Engineering,5-Apr-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/otis3,,
TUI Northern Europe Ltd / West Midlands International Airport Ltd ,OFT closed case: Completed acquisition by TUI Northern Europe Ltd of West Midlands International Airport Ltd,Mergers - phase 1 found not to qualify,Aerospace,2-Apr-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/tui,,
Kidde plc / Gloria-Werke H. Schulte-Frankenfeld GmbH ,OFT closed case: Anticipated acquisition by Kidde plc of Gloria-Werke H. Schulte-Frankenfeld GmbH & Co KG and Schulte-Frankenfeld GmbH ,Mergers - phase 1 found not to qualify,"Household goods, furniture and furnishings",30-Mar-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/kidde,,
Firstgroup plc / the Thames Trains franchise ,OFT closed case: Anticipated acquisition by Firstgroup plc of the Thames Trains franchise ,Mergers - Phase 1 Clearance  ,Transport,26-Mar-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/firstgroup3,,
CWG Acquisition Ltd / Canary Wharf Group plc ,OFT closed case: Anticipated acquisition by CWG Acquisition Ltd of Canary Wharf Group plc ,Mergers - Phase 1 Clearance  ,Distribution and Service Industries,24-Mar-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/cwg,,
Scottish Courage Ltd / Carlsberg-Tetley ,OFT closed case: Anticipated merger of the technical services divisions of Scottish Courage Ltd and Carlsberg-Tetley ,Mergers - Phase 1 Clearance  ,Food manufacturing,24-Mar-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/scottish-courage2,,
Unum / Swiss Life (UK) plc ,OFT closed case: Completed transaction between Unum and Swiss Life (UK) plc ,Mergers - phase 1 found not to qualify,Financial services,22-Mar-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/unum,,
J Sainsbury plc / Bells Stores Ltd ,OFT closed case: Completed acquisition by J Sainsbury plc of Bells Stores Ltd ,Mergers - phase 1 found not to qualify,Retail and wholesale,15-Mar-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/jsainsbury,,
Kidde plc / Croda Fire Fighting Chemicals ,OFT closed case: Completed acquisition by Kidde plc of Croda Fire Fighting Chemicals ,Mergers - Phase 1 Clearance  ,"Fire, police, and security",15-Mar-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/kidde2,,
MGM MIRAGE / Wembley plc ,OFT closed case: Anticipated acquisition by MGM MIRAGE of Wembley plc ,Mergers - phase 1 found not to qualify,Recreation and Leisure,15-Mar-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/MGMMIRAGE,,
Acxiom Corporation / Claritas Europe Group ,"OFT closed case: Completed acquisition by Acxiom Corporation of Clarita Europe Group, including Claritas (UK) Ltd ",Mergers - Phase 1 Clearance  ,Distribution and Service Industries,11-Mar-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/acxiom,,
Baugur Group / Oasis Stores Ltd ,OFT closed case: Completed acquisition by Baugur Group of Oasis Stores Ltd ,Mergers - Phase 1 Clearance  ,Retail and wholesale,11-Mar-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/baugur2,,
Blue (GP) Ltd / J Sainsbury Developments Ltd ,OFT closed case: Completed acquisition by Blue (GP) Ltd of J Sainsbury Developments Ltd ,Mergers - Phase 1 Clearance  ,Building and construction,11-Mar-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/blue,,
Bobst Group SA / Metso Corporation ,OFT closed case: Completed acquisition by Bobst Group SA of the Valmet Converting business of Metso Corporation,Mergers - Phase 1 Clearance  ,Paper printing and packaging,11-Mar-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/bobst,,
Aerojet-General Corporation / Atlantic Research Corporation ,OFT closed case: Completed acquisition by Aerojet-General Corporation of Atlantic Research Corporation,Mergers - Phase 1 Clearance  ,Engineering,5-Mar-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/aerojet,,
Tesco plc / Adminstore Ltd ,OFT closed case: Anticipated acquisition by Tesco plc of 45 stores from Adminstore Ltd,Mergers - Phase 1 Clearance  ,Retail and wholesale,5-Mar-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/tesco,,
National Milk Records plc / the Cattle Information Service Ltd ,OFT closed case: Anticipated acquisition by National Milk Records plc of The Cattle Information Service Ltd ,Mergers - phase 1 reference,Electronics Industry,3-Mar-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/national-milk,,
Xpanse Ltd / Rebus Insurance Services Ltd and Rebus Technologies Ltd ,OFT closed case: Anticipated acquisition by Xpanse Ltd of Rebus Insurance Services Ltd and Rebus Technologies Ltd,Mergers - phase 1 found not to qualify,Electronics Industry,3-Mar-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/xpanse,,
Midland News Association Ltd / Telford FM ,OFT closed case: Anticipated acquisition by Midland News Association Ltd of a controlling stake in Telford FM ,Mergers - phase 1 found not to qualify,Communications,1-Mar-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/midland-news,,
Bank of America Corporation / FleetBoston Financial Corporation ,OFT closed case: Proposed merger between Bank of America Corporation and FleetBoston Financial Corporation ,Mergers - Phase 1 Clearance  ,Financial services,27-Feb-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/bank-america,,
Milk Link Ltd / United Milk ,"OFT closed case: First Milk Ltd and Dairy Farmers of Great Britain Ltd of assets of United Milk, namely the Westbury Processing Plant. ",Mergers - Phase 1 Clearance  ,Food manufacturing,26-Feb-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/milk-link,,
Nobia Holdings UK Ltd / Gower Group Ltd ,OFT closed case: Completed acquisition by Nobia Holdings UK Ltd of Gower Group Ltd ,Mergers - Phase 1 Clearance  ,"Household goods, furniture and furnishings",25-Feb-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/nobia,,
Punch Taverns plc / Pubmaster Ltd ,OFT closed case: Completed acquisition by Punch Taverns plc of Pubmaster Ltd ,Mergers - Phase 1 Clearance  ,Recreation and Leisure,25-Feb-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/punch-taverns2,,
GD First (UK) plc / Syltone plc ,OFT closed case: Completed acquisition by GD First (UK) plc of Syltone plc ,Mergers - phase 1 found not to qualify,Transport,24-Feb-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/gd-first,,
Capital Radio plc / Tainside Ltd ,OFT closed case: Anticipated acquisition by Capital Radio plc of the remaining shares of Tainside Ltd ,Mergers - Phase 1 Clearance  ,Communications,23-Feb-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/capital,,
Areva / Unreco Ltd ,OFT closed case: Anticipated creation of a joint venture between Areva and Unreco Ltd ,Mergers - phase 1 found not to qualify,Chemicals,20-Feb-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/areva,,
Billerud AB / Henry Cooke Ltd ,OFT closed case: Anticipated acquisition by Billerud AB of Henry Cooke Ltd ,Mergers - Phase 1 Clearance  ,Paper printing and packaging,18-Feb-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/billerud,,
Kayaba Industry Co Ltd / A.P. Amortiguadores SA ,OFT closed case: Anticipated acquisition by Kayaba Industry Co Ltd of the outstanding shares in A.P. Amortiguadores SA ,Mergers - phase 1 found not to qualify,Motor Industry,18-Feb-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/kayaba,,
Masstock Arable (UK) Ltd / Dalgety Arable Ltd ,"OFT closed case: Completed acquisition by Masstock Arable (UK) Ltd of Dalgety Arable Ltd, Dalgety Feed Ltd, Dalgety Group Ltd and Dalgety Agriculture Ltd ",Mergers - Phase 1 Clearance  ,"Agriculture, environment and natural resources",16-Feb-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/masstock,,
Convatec Ltd / Acordis Speciality Fibres Ltd ,OFT closed case: Anticipated acquisition by Convatec Ltd of Acordis Speciality Fibres Ltd ,Mergers - phase 1 reference,Pharmaceuticals,12-Feb-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/convatec,,
Latimer Acquisitions Ltd / Weetabix Ltd ,OFT closed case: Proposed acquisition by Latimer Acquisitions Ltd of Weetabix Ltd,Mergers - Phase 1 Clearance  ,Food manufacturing,11-Feb-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/latimer,,
SPX Corporation / McLeod Russell Holdings plc ,OFT closed case: Anticipated Acquisition by SPX Corporation of McLeod Russell Holdings plc ,Mergers - phase 1 found not to qualify,Engineering,11-Feb-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/spx,,
Alchemy Partners (Guernsey) Ltd / Blagden Packaging Group NV ,OFT closed case: Anticipated acquisition by Alchemy Partners (Guernsey) Ltd of Blagden Packaging Group NV. ,Mergers - phase 1 found not to qualify,Communications ,10-Feb-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/alchemy,,
Balfour Beatty plc / Mansell plc ,OFT closed case: Completed acquisition by Balfour Beatty plc of Mansell plc,Mergers - Phase 1 Clearance  ,Building and construction ,29-Jan-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/balfour,,
Connells Ltd / Sequence UK Ltd ,OFT closed case: Completed acquisition by Connells Ltd of Sequence UK Ltd ,Mergers - Phase 1 Clearance  ,Communications ,27-Jan-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/connells,,
Alex Reid Ltd / Johnson plc ,OFT closed case: Acquisition of Alex Reid Ltd by Johnson plc ,Mergers - phase 1 found not to qualify,"Household goods, furniture and furnishings ",26-Jan-04,,,
Informa Group plc / PJB Publications Ltd ,OFT closed case: Acquisition by Informa Group plc of PJB publications Ltd ,Mergers - phase 1 found not to qualify,Communications ,26-Jan-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/informa2,,
City Centre Restaurants plc / Ask Central plc ,OFT closed case: Proposed acquisition by City Centre Restaurants plc of Ask Central plc ,Mergers - Phase 1 Clearance  ,Retail and wholesale ,19-Jan-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/city-centre,,
Northgate Information Solutions plc / Rebus HR Group Ltd ,OFT closed case: Anticipated acquisition by Northgate Information Solutions plc of Rebus HR Group Ltd,Mergers - Phase 1 Clearance  ,Distribution and service industries,16-Jan-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/northgate,,
Man Group / BlueCrest Capital Management ,OFT closed case: Anticipated acquisition by Man Group of BlueCrest Capital Management ,Mergers - phase 1 found not to qualify,Financial services ,15-Jan-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/man-group,,
Shin-Etsu Chemical Company / Clariant ,OFT closed case: Anticipated acquisition by Shin-Etsu Chemical Company of Clariant's cellulose ethers business ,Mergers - phase 1 found not to qualify,Textiles ,14-Jan-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/shin-etsu,,
General Electric Company / AGFA-N.V ,OFT closed case: Completed acquisition by General Electric Company of AGFA-N.V's non-destructive testing business ,Mergers - Phase 1 Clearance  ,Electronics industry,12-Jan-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/general-electric,,
IVAX International GmbH / 3M Company ,OFT closed case: Completed acquisition by Ivax International GmbH of 3M Company's distribution business for certain asthma products,Mergers - phase 1 clearance with undertakings in lieu,Healthcare and medical equipment ,9-Jan-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/ivax,,
CPL Distribution Ltd / T.H. Fergusson & Co Ltd ,OFT closed case: Completed acquisition by CPL Distribution Ltd and T.H Fergusson & Co Ltd of certain of each other's businesses and assets ,Mergers - Phase 1 Clearance  ,Distribution and service industries,6-Jan-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/decisions/2004/cpl,,
Gamestec Leisure Ltd / Rank Leisure Machine Services Ltd ,OFT closed case: Anticipated acquisition by Gamestec Leisure Ltd of Rank Leisure Machine Services Ltd ,Mergers - Phase 1 Clearance  ,Recreation and Leisure ,5-Jan-04,http://webarchive.nationalarchives.gov.uk/20140402142426/http://www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2004/gamestec,,
Carl Zeiss / Bio-Rad ,OFT closed case: Anticipated acquisition by Carl Zeiss Jena GmbH of the microscopy business of Bio-Rad Laboratories Inc ,Mergers - phase 1 reference,Healthcare and medical equipment ,30-Dec-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/CarlZeiss,,
East Surrey Energy Investments / Phoenix Natural Gas ,OFT closed case: Anticipated acquisition by East Surrey Energy Investments Ltd of Phoenix Natural Gas Ltd ,Mergers - phase 1 found not to qualify,Energy,19-Dec-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/EastSurrey,,
Oceaneering International Inc / Subsea 7 Inc ,OFT closed case: Anticipated acquisition by Oceaneering International Inc of the ROV business operations of Subsea 7 Inc,Mergers - phase 1 found not to qualify,Engineering ,19-Dec-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/oceaneering,,
Drager / Air-Shields ,OFT closed case: Anticipated acquisition by Drager Medical AG & CO. KGAA of the Air-Shields' infant warming therapy care business from Hillenbrand Industries Inc ,Mergers - phase 1 reference,Healthcare and medical equipment,18-Dec-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/Drager,,
Honeywell International Inc / Hymatic Group Ltd ,OFT closed case: Anticipated acquisition by Honeywell International Inc of the Hymatic Group Ltd,Mergers - Phase 1 Clearance  ,Aerospace ,17-Dec-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/honeywell,,
Bunzl plc / Baumgartner Fibertech ,OFT closed case: Completed acquisition by Bunzl plc of the assets of Baumgartner Fibertech ,Mergers - phase 1 found not to qualify,Paper printing and packaging,15-Dec-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/bunzl,,
Spirit Amber Holdings / Scottish and Newcastle ,OFT closed case: Completed acquisition by Spirit Amber Holdings of the Scottish and Newcastle retail pub estate ,Mergers - Phase 1 Clearance  ,Recreation and Leisure ,15-Dec-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/spirit-amber,,
Barclays Bank plc / Gerrard Management Services Ltd ,OFT closed case: Anticipated acquisition by Barclays Bank plc of Gerrard Management Services Ltd ,Mergers - Phase 1 Clearance  ,Financial services ,12-Dec-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/barclays,,
AAH Pharmaceuticals Ltd / East Anglian Pharmaceuticals Ltd ,OFT closed case:Anticipated acquisition by AAH Pharmaceuticals Ltd of East Anglian Pharmaceuticals Ltd,Mergers - phase 1 reference,Pharmaceuticals ,3-Dec-03,http://webarchive.nationalarchives.gov.uk/20140402142426/http:/www.oft.gov.uk/OFTwork/mergers/Mergers_Cases/2003/aah,,
